seed,key,dataset,task_type,target_idx,model,accuracy,precision,recall,f1_score,balanced_accuracy,cohen_kappa,matthews_corrcoef,imputed
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,MITRA,0.992063492063492,0.9927849927849928,0.992063492063492,0.9920436010661574,0.9916666666666668,0.9913366336633664,0.9914048019036852,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,NN_TORCH,0.984126984126984,0.9855699855699857,0.984126984126984,0.9840872021323148,0.9833333333333334,0.9826732673267328,0.9828084262940628,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,PLS,0.8571428571428571,0.8037286787286788,0.8571428571428571,0.8260432159827387,0.8507575757575757,0.8440272333402105,0.8480619052393886,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,RAMANFORMER,0.984126984126984,0.985355253212396,0.984126984126984,0.984048669330715,0.984090909090909,0.9826696925933568,0.9828049277785932,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,RAMANNET,0.9682539682539684,0.9744699744699744,0.9682539682539684,0.9689166411543004,0.9705128205128206,0.965360824742268,0.9658919084611256,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,RAMANTRANSFORMER,0.0793650793650793,0.0062988158226253,0.0793650793650793,0.0116713352007469,0.0833333333333333,0.0,0.0,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,REALMLP,0.9523809523809524,0.957130832130832,0.9523809523809524,0.9521445142018312,0.951923076923077,0.9480162277384308,0.9484729009354526,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,REALTABPFN-V2,0.9761904761904762,0.9782948532948532,0.9761904761904762,0.9761644968183052,0.976923076923077,0.9740134744947064,0.9742144009828972,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,REALTABPFN-V2.5,0.984126984126984,0.9855699855699857,0.984126984126984,0.984137327445598,0.9852564102564104,0.9826768405856878,0.9828119651966462,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,REZERONET,0.9682539682539684,0.9744098494098494,0.9682539682539684,0.9682176455631832,0.9724358974358974,0.9653655854865312,0.966029441126434,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,RF,0.9285714285714286,0.9392135642135644,0.9285714285714286,0.9282936097799344,0.9307692307692308,0.9220725673446948,0.923087646678168,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,ROCKET,0.9682539682539684,0.9715608465608466,0.9682539682539684,0.9685214353406572,0.9666666666666668,0.9653441518256206,0.9656097964226796,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,SANET,0.0793650793650793,0.0062988158226253,0.0793650793650793,0.0116713352007469,0.0833333333333333,0.0,0.0,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,TABDPT,0.9285714285714286,0.9412578162578162,0.9285714285714286,0.929490061131665,0.9303613053613052,0.9220725673446948,0.9233419057786182,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,TABICL,0.984126984126984,0.9855098605098604,0.984126984126984,0.9840707704388644,0.9833333333333334,0.9826720759128104,0.982807255632291,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,TABM,0.984126984126984,0.9855699855699857,0.984126984126984,0.9840872021323148,0.9833333333333334,0.9826732673267328,0.9828084262940628,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,XGB,0.9365079365079364,0.9411976911976913,0.9365079365079364,0.9362550666353652,0.936013986013986,0.9306835373401184,0.9311319294451668,False
0,cancer_cell_(cooh)2_0,Cancer Cell Metabolite ((COOH)2),Classification,0,XT,0.9047619047619048,0.9093402188640284,0.9047619047619048,0.9023758293738872,0.9046037296037296,0.8960538979788257,0.8969174541599724,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,ARSENAL,0.9448818897637796,0.9502164502164502,0.9448818897637796,0.9447114166550552,0.9454545454545454,0.9398389388915206,0.9403481318928076,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,AUTOGLUON,0.9763779527559056,0.978465759961823,0.9763779527559056,0.9758617129380566,0.9757575757575756,0.9742149431510556,0.974478779294864,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,CAT,0.9291338582677166,0.9333406750729584,0.9291338582677166,0.928801662950026,0.9287878787878788,0.9226448294531672,0.9230822351738658,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,COATNET,0.6614173228346457,0.7035154259563708,0.6614173228346457,0.6654398086342805,0.6637529137529138,0.6304892076595169,0.6331936293786882,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,DEEPCNN,0.984251968503937,0.985623956096397,0.984251968503937,0.9842356661938996,0.9848484848484848,0.9828111253975772,0.9829441646879028,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,DUMMY,0.1023622047244094,0.0104780209560419,0.1023622047244094,0.0190101237345331,0.0833333333333333,0.0,0.0,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,FASTAI,0.8976377952755905,0.9123114418390008,0.8976377952755905,0.8951272395298413,0.8962121212121213,0.8882874348738075,0.8900352810441078,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,FCRESNEXT,0.9212598425196852,0.9293449332819412,0.9212598425196852,0.9212234146798416,0.920104895104895,0.9140207162683636,0.9147024344431685,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,GBM,0.8503937007874016,0.8595841822219775,0.8503937007874016,0.8484202060554787,0.8504079254079254,0.8366946399566866,0.837886311179401,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,KNN,0.9212598425196852,0.9256161161672972,0.9212598425196852,0.9210052890119198,0.9212121212121211,0.9140439932318104,0.9144773822814826,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,LR,0.9763779527559056,0.978406108327368,0.9763779527559056,0.9763256137605224,0.9765151515151516,0.9742149431510556,0.9744128001635182,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,MITRA,0.9606299212598424,0.9674531505240168,0.9606299212598424,0.960591882536422,0.9590909090909092,0.9570249052517596,0.9576732522573976,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,NN_TORCH,0.9606299212598424,0.9603396166388292,0.9606299212598424,0.9598045095621628,0.959848484848485,0.9570249052517596,0.9571544693091124,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,PLS,0.84251968503937,0.8791877413924658,0.84251968503937,0.8266563882311913,0.8409673659673659,0.8281228853701448,0.8319594277802903,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,RAMANFORMER,0.968503937007874,0.9705917442137916,0.968503937007874,0.9680751862538922,0.968939393939394,0.9656245770740288,0.965886024824343,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,RAMANNET,0.968503937007874,0.9710570269625388,0.968503937007874,0.968450115984306,0.968939393939394,0.9656245770740288,0.965886024824343,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,RAMANTRANSFORMER,0.1023622047244094,0.0104780209560419,0.1023622047244094,0.0190101237345331,0.0833333333333333,0.0,0.0,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,REALMLP,0.9763779527559056,0.978406108327368,0.9763779527559056,0.976305879385214,0.9757575757575756,0.9742131979695432,0.9744110836519814,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,REALTABPFN-V2,0.9606299212598424,0.9674531505240168,0.9606299212598424,0.9610523512936168,0.9590909090909092,0.9570249052517596,0.9576083582541208,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,REALTABPFN-V2.5,0.9921259842519684,0.992841803865426,0.9921259842519684,0.9921259842519684,0.9924242424242424,0.9914055626987888,0.991472658364916,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,REZERONET,0.9763779527559056,0.9796587926509186,0.9763779527559056,0.9763200647349912,0.9784382284382284,0.9742219215155616,0.9745516096771404,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,RF,0.8346456692913385,0.8536332433970228,0.8346456692913385,0.8339168092828202,0.8364219114219115,0.8195900696746262,0.8211462061190344,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,ROCKET,0.952755905511811,0.9573149947165694,0.952755905511811,0.9524994019669598,0.9515151515151516,0.9484194137954376,0.9488692410281024,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,SANET,0.937007874015748,0.9416266148549614,0.937007874015748,0.9376425634196044,0.9363636363636364,0.9312351945854483,0.9315505169443542,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,TABDPT,0.952755905511811,0.9563747713354012,0.952755905511811,0.9525930072138112,0.9530303030303032,0.948440354557142,0.9488255797076788,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,TABICL,0.952755905511811,0.9561816136619286,0.952755905511811,0.9521748377943984,0.9515151515151516,0.9484229051035604,0.9488083732342196,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,TABM,0.952755905511811,0.957468384633739,0.952755905511811,0.9525607978012524,0.9515151515151516,0.948433376192732,0.9488829489770422,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,XGB,0.8267716535433071,0.8434782627696014,0.8267716535433071,0.8263361920617006,0.8288461538461539,0.8109863347314301,0.8125814795920929,False
0,cancer_cell_cooh_0,Cancer Cell Metabolite (COOH),Classification,0,XT,0.84251968503937,0.8614222173277291,0.84251968503937,0.8445399611609814,0.843997668997669,0.8282042610754142,0.8295512717548008,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,ARSENAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,AUTOGLUON,0.9921259842519684,0.992841803865426,0.9921259842519684,0.99210624987666,0.9916666666666668,0.99140381751726,0.9914709289620832,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,CAT,0.9606299212598424,0.9634454784061084,0.9606299212598424,0.9607581946993468,0.9583333333333334,0.957001625135428,0.9572611244836292,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,COATNET,0.8031496062992126,0.8177951969290552,0.8031496062992126,0.8024175185128377,0.8037781662781662,0.7851972126378459,0.7865814722037471,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,DEEPCNN,0.9921259842519684,0.992841803865426,0.9921259842519684,0.9921259842519684,0.9924242424242424,0.991404399323181,0.991471503993502,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,DUMMY,0.1023622047244094,0.0104780209560419,0.1023622047244094,0.0190101237345331,0.0833333333333333,0.0,0.0,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,FASTAI,0.9291338582677166,0.9423168694822238,0.9291338582677166,0.9277849631144284,0.9250000000000002,0.9226343576553404,0.9244507537228296,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,FCRESNEXT,0.968503937007874,0.9705917442137916,0.968503937007874,0.9688231190780786,0.9666666666666668,0.9656129425302916,0.9657437068725744,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,GBM,0.9133858267716536,0.9143665608232536,0.9133858267716536,0.9128419473881554,0.9170066045066044,0.9054355919583024,0.9056195321948798,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,KNN,0.937007874015748,0.9463043518161628,0.937007874015748,0.9374491124401616,0.9352564102564104,0.9312351945854483,0.931992401231646,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,LR,0.984251968503937,0.9856836077308518,0.984251968503937,0.9842322341286288,0.984090909090909,0.982808798646362,0.9829418556331272,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,MITRA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,NN_TORCH,0.9921259842519684,0.992841803865426,0.9921259842519684,0.99210624987666,0.9916666666666668,0.99140381751726,0.9914709289620832,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,PLS,0.9133858267716536,0.935099021713195,0.9133858267716536,0.8991246907533686,0.9090909090909092,0.9054483925549917,0.9085279504709092,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,RAMANFORMER,0.9763779527559056,0.9778095919828204,0.9763779527559056,0.9763582183805972,0.9757575757575756,0.9742131979695432,0.9743450912460044,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,RAMANNET,0.9921259842519684,0.992841803865426,0.9921259842519684,0.99210624987666,0.9916666666666668,0.99140381751726,0.9914709289620832,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,RAMANTRANSFORMER,0.1496062992125984,0.0534308211473565,0.1496062992125984,0.073841576254581,0.1583333333333333,0.0746812386156648,0.088078335444886,False
0,cancer_cell_nh2_0,Cancer Cell Metabolite (NH2),Classification,0,REALMLP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False
