seed,key,dataset,task_type,target_idx,model,mse,rmse,mae,r2,mape,explained_variance,max_error,median_ae,imputed
0,acetic_acid_species_0,Acetic Concentration,Regression,0,XGB,9.548945851083058e-07,0.0009771870778455,0.0009269169077611,0.9213273230549496,2149772.408274637,0.9219325254922222,0.0013286926,0.0008129723999999,False
0,acetic_acid_species_0,Acetic Concentration,Regression,0,XT,2.787738668792781e-07,0.0005279904041545,0.0004414888344277,0.977032138717984,701913.0201380015,0.9770435430020612,0.0011930517,0.0003793559548499,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,AUTOGLUON,3.9714169676725627e-10,1.9928414306393175e-05,1.6535376666666614e-05,0.9999671023737778,1.3228004777046305,0.9999728812252022,3.689299999999965e-05,1.4664920000000016e-05,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,CAT,2.3644050453025e-07,0.0004862514828051,0.0004080087,0.9804142163738472,40.78266679421836,0.9807800078576197,0.000771364,0.0002939079999999,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,COATNET,1.9494703572050126e-07,0.0004415280690063,0.0003681839888888,0.9838513690039384,43.36809956034342,0.9881511124907536,0.0007405661,0.0003239032,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,DEEPCNN,1.607798377563854e-05,0.0040097361229435,0.0036746794111111,-0.3318357275547317,206.92978173499233,-1.5696147936949956e-08,0.0059044589999999,0.0034108488,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,DUMMY,1.5057553837752816e-05,0.003880406401107,0.0035834721777777,-0.2473074018823364,222.47080360704712,3.3306690738754696e-16,0.0056308371999999,0.0031372272,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,FASTAI,1.467120478028521e-05,0.0038303008733368,0.0035528639777777,-0.2153037946376201,228.3805668264442,0.0042505603445498,0.0055061669999999,0.003069292,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,FCRESNEXT,1.0143805150245323e-05,0.0031849340888384,0.0029352303333333,0.1597278426838152,191.38900556099293,0.3078677318857705,0.0050550525999999,0.002667783,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,GBM,1.5057554528897608e-05,0.0038804064901628,0.0035834722444444,-0.2473074591340003,222.4707922475512,0.0,0.0056308374,0.0031372274,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,KNN,2.393067621146088e-07,0.0004891899039377,0.0004043950888888,0.9801767870849204,38.5879971844444,0.9802207479158132,0.000789362,0.0002747759999999,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,LR,4.115667914368248e-07,0.000641534715691,0.00060018575,0.96590745675828,45.18220705034648,0.9686083885167284,0.0008336569999999,0.000602509,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,MITRA,9.252732952640892e-08,0.0003041830526614,0.0002426345777777,0.9923354069168036,10.798246427389524,0.9927368773487072,0.000651765,0.0001491607,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,NN_TORCH,8.085934157126431e-08,0.0002843577703725,0.0002129317077777,0.993301936268008,6.23848769965292,0.9933050642818078,0.0006500009999999,0.000155016,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,PLS,4.346268612252712e-07,0.0006592623614504,0.0006113418,0.9639972530130384,59.85530828842949,0.9641516761530304,0.0009502259,0.00063384,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,RAMANFORMER,1.4556154737883135e-05,0.0038152529061496,0.0035329384333333,-0.2057735103018478,232.0269257038165,-0.0026582430759238,0.0054750881999999,0.0030727257,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,RAMANNET,6.539719620666475e-07,0.0008086853294493,0.0007000037721111,0.9458275841017362,39.50030278033362,0.96783499417653,0.0016724365,0.0006982749999999,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,RAMANTRANSFORMER,0.0002364748805383,0.0153777397733968,0.0149735897777777,-18.588631196864952,1429.7362568655567,-0.0161068370863339,0.019667797,0.013598113,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,REALMLP,2.9936754784641896e-08,0.0001730224112207,0.0001588592477777,0.9975201592347888,12.733565997988974,0.9975220997737216,0.0002315279999999,0.0001902269999999,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,REALTABPFN-V2,3.7247148774574464e-08,0.0001929952040196,0.0001363270555555,0.996914595500296,9.012408406247864,0.9984541078760382,0.0003860904,0.0001245332999999,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,REALTABPFN-V2.5,1.3275863239657984e-08,0.0001152209322981,8.665461111111104e-05,0.9989002807053768,9.580128487615488,0.9994799913884436,0.00018694,6.348200000000012e-05,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,REZERONET,4.596952667730715e-07,0.0006780083087787,0.0004998439111111,0.9619206867838834,10.227858795790386,0.9743589801291974,0.0014111665,0.0005055509999999,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,RF,3.278420873197269e-07,0.0005725749621837,0.0005229838222222,0.972842875637795,35.243646659588244,0.972992153178159,0.0010029548,0.0005110447,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,SANET,1.677931903394567e-05,0.0040962567099665,0.0037306906111111,-0.3899315290583107,197.3365814280174,0.0001548562859393,0.0060719938,0.0035795289999999,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,TABDPT,3.565448679929435e-07,0.0005971137814461,0.0004784959222222,0.9704652523416027,38.374800462358515,0.970480238149014,0.001274451,0.0005244963,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,TABICL,6.631975205739012e-09,8.143694005633446e-05,5.186711888888918e-05,0.9994506337581556,2.5641152585260847,0.9995169734987818,0.000221398,2.7977700000000015e-05,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,TABM,1.6081649297182414e-06,0.0012681344288829,0.0009811823,0.8667860635333776,66.44779033507417,0.8850680881654619,0.0029264153,0.0009187943,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,XGB,9.569679164981134e-07,0.0009782473697884,0.0009261471777777,0.9207286137925472,55.47651090473137,0.9215227335295264,0.0013497085,0.0007993015,False
0,acetic_acid_species_1,Acetic Concentration,Regression,1,XT,2.820398940243935e-07,0.0005310742829627,0.00042880221,0.976636945732798,33.8338973345032,0.976679694126351,0.001247819,0.000359881,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,AUTOGLUON,0.0061765151889717,0.0785908085527294,0.0577794366666666,0.9205232730919284,13.734533702323622,0.9210802276452212,0.22041536,0.04528138,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,CAT,0.0399741324492353,0.1999353206645473,0.1650325350666666,0.4856301472831219,51.28671136651851,0.4857259913092436,0.46691515,0.1270704999999999,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,COATNET,0.0265580563134461,0.1629664269518299,0.1169323193111111,0.658262414281485,32.16290589484171,0.6850381760941788,0.5133914799999999,0.0899897,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,DEEPCNN,0.0172905646299515,0.1314935915927144,0.0955578531415555,0.7775124902736951,30.026549131729148,0.7795426427316046,0.42712875,0.07279645,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,DUMMY,0.0777562963535802,0.2788481600326247,0.2416543208888888,-0.0005344019408741,85.44988412036675,2.220446049250313e-16,0.45555556,0.2444444399999999,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,FASTAI,0.0412668098306587,0.2031423388431343,0.1679915079999999,0.4689965336546685,53.708073288177815,0.470841896220978,0.4586543,0.14659725,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,FCRESNEXT,0.0182356731416116,0.1350395243682813,0.1096385148888888,0.7653512425827934,40.97571710296727,0.7747395353617325,0.375156,0.09416374,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,GBM,0.0335106174582721,0.1830590545651106,0.1485250297777778,0.5687998635529414,49.39360600518091,0.5807609084383019,0.42453092,0.1448087,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,KNN,0.0138587559013337,0.1177232173419235,0.0887555578888889,0.8216715211803285,24.2054477463067,0.8232474296813125,0.3199999999999999,0.076000035,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,LR,0.0160235139839671,0.126584019465204,0.0943745125555555,0.7938163501507667,35.056197029055134,0.8098226245387994,0.48333275,0.07889968,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,MITRA,0.0185450866573544,0.1361803460759092,0.1078027404666666,0.7613698432435252,24.256863361542187,0.7614453017494519,0.37792965,0.1093750499999999,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,NN_TORCH,0.0132657933209043,0.1151772257041482,0.08849243,0.8293015072857043,22.001698604344984,0.8327496248885247,0.2905647299999999,0.0671750199999999,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,PLS,0.0134284760343935,0.1158813014873131,0.0772863352888889,0.827208176467748,26.700420601641216,0.8323362384885246,0.5196947999999999,0.052854836,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,RAMANFORMER,0.0774304078341229,0.2782631988497993,0.2411680557777777,0.0036589906228858,85.28300793916543,0.0041827283091436,0.45454544,0.2446846799999999,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,RAMANNET,0.0406318948605722,0.2015735470258244,0.1773915504444444,0.4771663449711717,62.69611260917818,0.4881212016208591,0.46545453,0.16849383,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,RAMANTRANSFORMER,0.0387241241269672,0.1967844610912336,0.1643711121333333,0.501714713907212,50.517402393789226,0.5027809742764391,0.41206666,0.1671667,True
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,REALMLP,0.062870803681588,0.2507405106511273,0.2091537402222222,0.1910056817128298,69.62854927907412,0.1913591598255901,0.45615043,0.18214122,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,REALTABPFN-V2,0.0057314031013131,0.0757060308120373,0.0562128727333333,0.9262507829825362,13.350922270083876,0.9268136232098082,0.1750879999999999,0.0330002,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,REALTABPFN-V2.5,0.0079792353216253,0.0893265655985122,0.0689898009333333,0.8973266498681393,16.599361932267666,0.8973791567219935,0.2341101499999999,0.0514552299999999,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,REZERONET,0.0126799636390637,0.1126053446292127,0.0874892161333333,0.8368397103360936,28.69964407571842,0.8379979852378525,0.36865975,0.0652182,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,RF,0.0387241241269672,0.1967844610912336,0.1643711121333333,0.501714713907212,50.517402393789226,0.5027809742764391,0.41206666,0.1671667,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,SANET,0.0777264349111673,0.2787946106207352,0.2417047491111111,-0.0001501578111144,85.02552898068804,4.780128729653388e-05,0.4531004,0.2469447999999999,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,TABDPT,0.0211872214991472,0.1455583096190224,0.1221425842222222,0.7273719944807788,40.58183369377619,0.7277366502662368,0.32983514,0.1098984599999999,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,TABICL,0.0084148073994921,0.0917322593174949,0.0640680168222222,0.8917218966987123,14.816908310450522,0.8931756953745777,0.2829906,0.0353989499999999,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,TABM,0.0366958450970873,0.191561596091407,0.1537465378666666,0.5278137314954725,41.01312467995476,0.5281197784784666,0.4981979499999999,0.11676812,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,XGB,0.0421926517909919,0.2054084998022038,0.1628524748444444,0.4570831996159509,44.22669490703567,0.4621302135128969,0.5779993059999999,0.120334,False
0,adenine_colloidal_gold_0,Adenine (Colloidal Gold),Regression,0,XT,0.0402735724114672,0.2006827656064845,0.1688118557777778,0.4817770833181606,53.73785675461501,0.4895293637791212,0.4623,0.1679,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,AUTOGLUON,0.0442962255408851,0.2104666851092713,0.1531680857606837,0.8745040393191218,19.20974239464979,0.8745514331950904,0.90700247,0.12550622,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,CAT,0.1225508110493418,0.350072579687901,0.2783541905128205,0.6528004005519021,49.648064745732775,0.6604048964814346,1.0385103,0.23052907,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,COATNET,0.0901947322893737,0.3003243784466618,0.2148108346581196,0.7444686440256147,35.79117509875315,0.7450852314064029,1.16552264,0.1548285999999998,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,DEEPCNN,0.0934421987742939,0.3056831673061079,0.2415975341880341,0.735268222966537,40.989487920340274,0.7397821583206308,0.9385349,0.1925519999999999,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,DUMMY,0.3652775123298316,0.604381925879515,0.5258515017094018,-0.0348703927977496,103.027735757326,0.0,0.96692514,0.5669251399999999,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,FASTAI,0.3287558419006842,0.5733723414158415,0.494249423076923,0.068599418912187,98.38107664961072,0.1034878203621032,1.0112083,0.4817718,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,FCRESNEXT,0.1186643448885692,0.3444769148848283,0.2885386604273505,0.6638111762679888,53.56822929237613,0.6873223755111286,0.9905138,0.2620061999999999,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,GBM,0.148674292195386,0.3855830548602804,0.3127294089743589,0.5787897749800759,56.446896312158245,0.5900850421028971,0.9723506,0.2627876,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,KNN,0.101555250645472,0.3186773456734446,0.251538461965812,0.712283076349755,40.33436972130381,0.7137364676682074,0.8719999999999999,0.23399999,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,LR,0.3016223402649573,0.5492015479447935,0.4029670042393162,0.145471540923323,79.56713923645412,0.1473083278684536,1.7593763,0.2733204999999999,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,MITRA,0.075600810668501,0.2749560158798149,0.2044117517863248,0.7858147901486612,32.74286147964454,0.7862532459837193,0.9734375,0.15390625,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,NN_TORCH,0.1055228859776502,0.3248428635165782,0.255031892008547,0.7010423396602707,44.73661087738317,0.7099665144000723,1.03951892,0.2248478999999998,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,PLS,0.0977032328227673,0.3125751634771504,0.2468722001794871,0.7231962562272146,40.79514253561172,0.7269615552246569,1.0020835,0.1986925,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,RAMANFORMER,0.0539665082801339,0.2323069268879727,0.1634530701410256,0.8471070905362598,22.61526186084767,0.8564417490452525,1.0376792199999998,0.11251428,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,RAMANNET,0.1279154778349177,0.3576527335767444,0.2769961881196581,0.6376017238301747,47.492935033304825,0.6427228377890941,1.0864364000000002,0.2515054000000001,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,RAMANTRANSFORMER,0.1397037489256487,0.3737696468757846,0.2939541298290598,0.6042042867521,52.9123798513351,0.6191895764199371,1.1317666,0.2379666999999999,True
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,REALMLP,0.2337864945297071,0.4835147304164653,0.4072790486324786,0.3376577718085598,80.75375872536308,0.3711064017011174,0.92493654,0.4436348,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,REALTABPFN-V2,0.0512234698928749,0.2263260256640294,0.1684705628461538,0.8548784126611181,23.83007045222729,0.8611651249954762,0.93247488,0.13844796,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,REALTABPFN-V2.5,0.0490159354779969,0.2213954278615458,0.1636663128119657,0.8611325945637163,22.696913946796133,0.8611396941899739,0.8513127999999999,0.1298178000000001,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,REZERONET,0.1123635400120786,0.335206712361311,0.2629605229658119,0.6816620326645031,49.77864324176904,0.683309953378908,1.0268801,0.2142651,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,RF,0.1397037489256487,0.3737696468757846,0.2939541298290598,0.6042042867521,52.9123798513351,0.6191895764199371,1.1317666,0.2379666999999999,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,SANET,0.3658817279519438,0.6048815817595571,0.5258368947008547,-0.0365822004976037,103.36468594567098,0.000713107708377,0.97169435,0.56950555,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,TABDPT,0.0845703135692791,0.2908097549417473,0.2233813792735043,0.7604032258535474,28.55130787054101,0.7676714903715465,0.91234608,0.17264068,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,TABICL,0.0510175302394168,0.2258706050804683,0.1725330024102564,0.8554618618001232,24.33254640233692,0.8554644414027145,0.9759235,0.1531539,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,TABM,0.0893023891218452,0.2988350533686522,0.2301236450854701,0.746996747982523,39.42956647848121,0.7564165537595782,0.9975104,0.1933787,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,XGB,0.1420110827891938,0.3768435786758132,0.2790742877606837,0.5976673623012829,50.465068623693845,0.6038628851072012,1.3300665,0.21251291,False
0,adenine_colloidal_silver_0,Adenine (Colloidal Silver),Regression,0,XT,0.1478770280928013,0.384547822894372,0.3121960118803419,0.5810485097424292,55.32231986468135,0.5929932130991393,1.08103334,0.2670334000000001,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,AUTOGLUON,0.4871702657644666,0.6979758346565206,0.504521714191358,0.7399163449036339,27.487876080008014,0.744397848165952,3.7391722,0.3609872999999999,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,CAT,0.8149692467988059,0.9027564714798814,0.7064942716666668,0.5649156046788727,40.57731040042684,0.5709541845335406,2.6957521,0.5648438,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,COATNET,0.9350501091285064,0.9669798907570448,0.7353830174074074,0.5008085115810944,43.28085598213997,0.5060453368436286,3.32886195,0.54803234,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,DEEPCNN,0.823764055608076,0.9076144862264351,0.6528687302265432,0.5602203550264759,38.40424314288895,0.5629391814134737,3.73305976,0.4318917999999999,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,DUMMY,1.9159610997491912,1.3841824662049405,1.1762839111111114,-0.0228665435138482,70.344547931927,0.0,2.2513127,1.2486872999999998,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,FASTAI,1.2418999798457575,1.1144056621561818,0.9025534717160496,0.3369917896866298,53.78983716907159,0.3507637264727588,2.7478931,0.8720566000000001,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,FCRESNEXT,1.031049922255646,1.0154062843294038,0.7432703756234568,0.4495574725886081,42.39448980382261,0.460159367331397,3.53068876,0.5452137000000001,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,GBM,0.8995144357780834,0.9484273487084204,0.7386960881296296,0.5197798003907381,46.32465995342181,0.524449014231861,3.2519813300000004,0.5961142000000001,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,KNN,0.8405054543343238,0.9167908454682148,0.6965308608641975,0.5512826909731995,36.2622804856472,0.5756104709772518,3.0780000999999997,0.5479999999999999,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,LR,1.834676831508943,1.354502429495401,0.9946524775925925,0.0205283659693551,52.18213241213899,0.0373102910300373,5.5585474,0.7362273,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,MITRA,0.524001867286286,0.723879732611907,0.5505288693641975,0.7202532040676147,28.549927357253313,0.7306166005992252,3.59033203,0.4353026999999999,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,NN_TORCH,0.7347675700617514,0.8571858433628914,0.6328780968580247,0.6077325553355352,35.010660079600164,0.6207354017995756,4.11308122,0.521344,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,PLS,0.8124248581930004,0.9013461367271736,0.7111252039975309,0.5662739673193862,40.86041524994048,0.583399408719856,3.2785605,0.6287366000000001,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,RAMANFORMER,0.9374164992844825,0.9682027160075944,0.7497284466049384,0.4995451762661106,48.167524420897664,0.5124134625786962,3.6499505,0.5970474,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,RAMANNET,1.131711897463137,1.0638194853748153,0.8525024916666667,0.3958174636410144,51.00367051322559,0.3974450734969127,3.0315654,0.76805995,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,RAMANTRANSFORMER,0.8635872417422528,0.9292939479746184,0.7432687093209877,0.5389601087938638,44.8127014635267,0.5409670745851543,2.7167334,0.6641165999999998,True
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,REALMLP,0.977602496295106,0.9887378299099848,0.766497855,0.4780912376317119,44.25780662255594,0.4842951000225221,3.7284398,0.6785166,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,REALTABPFN-V2,0.5928625679462463,0.7699756930879352,0.5788537154944445,0.6834908152710908,29.744572829835413,0.6997788026039862,3.4632046,0.4627069500000001,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,REALTABPFN-V2.5,0.5555741618649098,0.7453684738871841,0.542287785767284,0.7033978285432027,28.145014679171652,0.7128397808928362,3.9473375,0.3885789,False
0,adenine_solid_gold_0,Adenine (Solid Gold),Regression,0,REZERONET,1.0244897424590622,1.0121708069585202,0.7601520021913581,0.4530597297243295,45.14515332046003,0.4658596170521565,3.334711,0.56834765,False
